MEAN_DEMAND,LEAD_MODE,DISRUPT_DAYS,Method,Run,fill_rate,cost,lost_demand,bullwhip
15,14,60,DQN_1200,10,93.55604235122308,128166.0,353,10.787471912342848
15,14,60,DQN_1200,11,94.89550582578138,129338.5,276,9.067624011654797
15,14,60,DQN_1200,12,94.56898122835794,129493.0,298,10.232427416737757
15,14,60,DQN_1200,13,93.53778751369111,128257.5,354,10.339577449065946
15,14,60,DQN_1200,14,95.7888929753586,128917.0,229,10.569804781932664
15,14,60,DQN_1200,15,94.95412844036696,128608.5,275,10.889391411452516
15,14,60,DQN_1200,16,96.01108033240996,129644.0,216,8.692173924492138
15,14,60,DQN_1200,17,96.68211306765524,128281.0,179,8.252595687731402
15,14,60,DQN_1200,18,95.4537088164918,129157.5,247,9.21745795998744
15,14,60,DQN_1200,19,95.2728600109509,128521.5,259,9.180467215499686
15,14,60,DQN_1200,20,93.25761672976384,128226.0,374,9.895936932590882
15,14,60,DQN_1200,21,95.81566820276498,129622.0,227,10.667706523405416
15,14,60,DQN_1200,22,96.0638692907538,129258.0,212,12.484255424923452
15,14,60,DQN_1200,23,95.56836606016934,129107.5,246,11.15206480641254
15,14,60,DQN_1200,24,95.64819893947704,128860.0,238,8.459204512810526
15,14,60,DQN_1200,25,94.18647166361974,128641.0,318,10.319230605899934
15,14,60,DQN_1200,26,95.4779411764706,128902.5,246,9.331572808428474
15,14,60,DQN_1200,27,96.95197589934432,128464.0,172,8.674308932347651
